city,level,population,households,school,college,hospital,doctors,clinic,dentist,restaurant,fast_food,supermarket,convenience,park,platform,station
猪名川町,7,29570,12571,10,1,5,1,0,1,11,1,3,9,15,54,1
多可町,7,19463,7710,11,0,2,0,0,0,4,0,3,3,5,0,0
稲美町,7,30658,12975,10,0,2,0,0,2,33,1,3,2,53,10,0
播磨町,7,34811,15512,8,0,1,0,1,2,22,5,3,5,26,16,2
市川町,7,11119,4882,9,0,0,0,2,1,2,1,2,2,2,4,2
福崎町,7,18746,7897,12,0,2,2,2,0,16,2,8,7,4,3,1
神河町,7,10661,4209,12,0,1,0,0,0,2,0,10,2,6,7,3
上郡町,7,14090,6428,11,0,0,1,3,4,12,0,7,6,14,62,3
佐用町,7,15499,6850,15,0,4,0,0,0,9,0,3,6,5,18,5
香美町,7,16024,6384,21,0,2,2,1,1,26,0,6,4,8,120,5
新温泉町,7,13416,5610,19,0,2,3,1,3,22,0,9,6,22,159,4
奈良市,7,351418,166772,158,6,45,99,24,48,428,64,63,107,158,439,15
大和高田市,7,62845,30892,18,0,4,7,10,9,47,9,12,13,22,8,8
大和郡山市,7,83891,38966,23,1,7,10,10,15,33,9,16,18,92,92,7
天理市,7,62081,29347,24,1,7,3,1,2,24,6,6,24,112,30,7
橿原市,7,119985,55273,32,1,9,21,22,20,130,8,20,42,85,30,14
桜井市,7,55508,25432,30,0,5,1,6,5,38,14,8,22,16,45,7
五條市,7,28039,13313,20,0,1,0,17,8,53,1,10,9,5,12,3
御所市,7,24070,12018,17,0,2,3,11,8,22,1,5,11,11,8,7
生駒市,7,117946,51416,34,0,19,20,2,13,76,21,22,24,57,46,14
香芝市,7,78782,32563,21,1,10,6,5,7,57,13,15,19,69,8,8
葛城市,7,37805,15501,9,0,1,3,5,3,34,8,5,9,19,5,7
宇陀市,7,27941,12830,21,0,2,2,3,6,36,3,5,11,22,39,3
山添村,7,3228,1335,4,0,0,0,0,0,0,0,0,0,3,0,0
平群町,7,18434,8177,6,0,0,2,0,0,0,0,6,3,4,1,3
三郷町,7,22540,10648,4,0,3,0,1,2,1,0,0,3,13,1,3
斑鳩町,7,28160,12139,11,0,1,4,1,3,8,2,2,4,7,20,1
安堵町,7,7100,3545,2,0,0,0,0,0,0,0,0,0,5,0,0
三宅町,7,6601,3073,3,0,0,0,0,0,0,0,0,2,10,0,2
田原本町,7,31695,13383,15,0,2,0,0,1,6,2,4,7,37,0,4
曽爾村,7,1321,652,3,0,0,0,0,0,2,0,0,0,4,18,0
御杖村,7,1458,797,2,0,0,0,0,0,0,0,0,0,2,0,0
高取町,7,6306,2829,3,0,1,1,0,1,1,0,0,3,5,11,2
明日香村,7,5288,2217,3,0,0,0,0,0,2,0,0,4,7,7,1
上牧町,7,21612,10067,7,0,3,0,1,1,3,1,4,6,26,2,0
王寺町,7,24026,10686,4,1,1,1,5,2,22,10,5,5,18,6,4
広陵町,7,35284,13791,10,1,0,2,0,1,4,4,1,9,27,0,1
河合町,7,17065,7960,8,0,0,0,0,0,7,3,1,4,26,0,3
吉野町,7,6251,3086,4,0,1,0,0,0,25,1,1,2,2,15,4
大淀町,7,16438,7394,7,0,3,0,0,0,0,0,2,7,7,3,6
下市町,7,4746,2332,5,0,1,0,0,0,2,0,1,0,1,35,0
黒滝村,7,627,338,2,0,0,0,0,0,2,1,0,0,0,5,0
天川村,7,1265,650,3,0,0,0,0,0,12,1,2,0,0,4,0
野迫川村,7,336,205,1,0,0,1,0,0,1,0,0,0,1,0,0
十津川村,7,2960,1688,13,0,0,3,0,0,6,0,1,0,1,5,0
下北山村,7,815,523,2,0,1,0,0,0,0,0,0,0,6,0,0
上北山村,7,454,291,2,0,0,1,0,0,0,0,0,0,0,0,0
東吉野村,7,1585,899,2,0,0,0,0,0,5,0,0,0,1,0,0
和歌山市,7,359654,176508,127,2,52,30,27,23,372,54,81,157,149,87,34
海南市,7,47910,22049,31,0,5,4,0,0,22,6,9,24,9,7,7
橋本市,7,60295,27481,42,0,8,58,3,5,80,1,19,26,22,24,11
有田市,7,26214,11721,17,0,4,0,7,2,32,2,13,21,17,4,3
御坊市,7,22049,10851,14,0,5,0,9,2,49,5,10,18,2,7,7
田辺市,7,69716,34958,62,0,8,3,17,8,146,12,28,33,44,31,4
新宮市,7,26924,14540,20,0,3,0,11,1,118,7,27,12,17,6,3
紀の川市,7,59981,26846,32,0,3,2,0,0,18,3,12,36,20,6,9
岩出市,7,54215,24287,16,0,4,2,2,0,34,6,9,19,151,6,2
紀美野町,7,8098,4078,15,0,1,0,0,0,3,0,0,3,2,2,0
かつらぎ町,7,15915,7171,21,0,1,0,1,0,7,0,7,5,8,2,5
九度山町,7,3840,1731,6,0,1,0,0,1,4,1,0,1,1,1,4
高野町,7,2732,1554,8,0,1,0,0,0,14,0,0,2,5,4,5
湯浅町,7,11172,5326,7,0,2,0,5,3,31,2,4,3,6,7,1
有田川町,7,25641,10684,27,0,3,0,0,0,9,0,6,17,22,2,1
由良町,7,5282,2652,9,0,0,0,0,0,1,0,0,2,2,1,1
印南町,7,7915,3371,11,0,0,0,0,0,4,0,2,3,0,0,3
みなべ町,7,11988,4780,10,0,0,0,3,0,16,0,6,7,1,0,2
日高川町,7,9360,4228,16,0,0,0,0,0,0,0,0,1,1,0,1
白浜町,7,20463,11099,19,0,1,2,0,0,12,0,6,9,7,80,4
上富田町,7,15709,7441,10,0,1,0,1,0,12,0,9,4,3,0,1
すさみ町,7,3659,2031,9,0,1,0,0,0,8,0,2,1,3,0,3
那智勝浦町,7,14036,7513,11,0,1,0,1,0,67,0,13,9,3,16,7
太地町,7,2891,1558,2,0,0,0,0,0,2,0,0,0,1,2,1
古座川町,7,2446,1381,5,0,5,0,1,0,5,2,1,0,3,0,0
北山村,7,404,254,2,0,0,0,0,0,0,0,0,0,0,0,0
串本町,7,14715,8192,24,0,4,5,0,1,41,0,13,5,13,11,8
鳥取市,7,183269,81756,101,0,23,14,29,28,267,30,40,75,81,411,13
米子市,7,146139,68534,57,2,20,11,20,6,78,23,29,67,26,70,12
倉吉市,7,44969,20609,30,1,10,10,5,1,28,5,11,11,21,2,1
境港市,7,32985,15413,12,0,5,4,0,1,18,9,6,10,26,32,7
岩美町,7,11000,4444,5,0,2,0,0,0,5,0,1,3,5,42,3
若桜町,7,2841,1277,6,0,0,0,0,0,2,0,1,0,4,10,1
智頭町,7,6420,2698,5,0,1,2,0,2,8,0,7,3,5,26,5
八頭町,7,16113,6125,11,0,0,1,2,2,12,0,5,5,12,49,10
三朝町,7,6057,2521,7,0,2,0,0,0,0,0,2,1,1,0,0
湯梨浜町,7,16515,6452,11,0,0,0,1,0,7,1,1,4,10,4,2
琴浦町,7,16435,6454,9,0,1,0,0,1,4,0,1,8,19,5,3
北栄町,7,14508,5471,5,0,0,0,0,0,2,0,0,3,6,4,2
日吉津村,7,3599,1277,1,0,1,1,0,0,3,2,2,1,3,0,0
大山町,7,15320,5630,11,0,1,0,0,0,3,0,1,1,5,9,5
伯耆町,7,10420,3871,7,0,4,0,0,0,3,1,5,4,14,2,2
日南町,7,4144,1903,9,0,1,0,0,1,3,0,2,1,9,4,2
江府町,7,2617,1004,4,0,0,0,0,0,0,0,1,1,6,4,2
松江市,7,197843,91570,83,2,15,62,8,33,217,42,44,71,439,1169,16
浜田市,7,50681,25567,45,0,5,0,0,1,11,2,8,12,86,9,8
出雲市,7,173835,69078,75,1,10,3,1,1,45,4,12,38,115,44,26
益田市,7,44355,21212,43,0,3,1,0,0,4,1,2,7,15,0,7
大田市,7,32773,15527,33,0,2,0,0,0,4,1,1,6,4,0,10
安来市,7,36391,14268,35,0,5,1,0,1,9,2,5,12,61,99,3
江津市,7,22134,11174,18,0,3,0,0,0,5,0,3,7,24,1,13
雲南市,7,35738,13589,33,0,3,0,0,0,4,0,7,4,30,70,7
奥出雲町,7,11630,4719,22,1,1,1,0,0,10,2,1,6,15,17,7
飯南町,7,4560,2013,7,0,1,0,0,0,2,0,1,1,2,16,0
川本町,7,3078,1621,4,0,1,0,0,1,1,0,0,1,0,2,2
邑南町,7,9961,4725,14,0,2,0,0,0,5,0,4,2,3,7,4
津和野町,7,6784,3383,11,0,2,1,0,0,9,1,1,2,22,5,5
吉賀町,7,5814,3047,15,0,0,0,0,0,3,0,1,2,7,1,0
海士町,7,2238,1247,4,0,0,1,0,1,10,0,1,9,7,0,0
西ノ島町,7,2606,1486,4,0,1,0,0,0,0,0,1,0,2,0,0
知夫村,7,615,368,2,0,0,0,0,0,2,0,0,0,0,0,0
隠岐の島町,7,13551,7047,18,0,2,2,0,4,17,0,2,0,6,2,0
岡山市,7,702020,337895,199,14,75,165,50,158,642,103,127,245,194,492,34
倉敷市,7,477799,217984,126,9,47,69,51,83,457,58,93,148,485,209,23
津山市,7,97645,45710,53,2,21,12,6,9,119,20,18,23,35,29,14
玉野市,7,55721,27043,30,1,9,18,1,12,22,5,5,9,44,18,4
笠岡市,7,45534,21991,45,0,7,11,3,0,51,4,15,12,25,4,1
井原市,7,38064,16657,31,0,5,0,3,1,23,2,10,9,13,7,4
総社市,7,69678,29275,22,0,5,1,6,10,76,3,19,15,30,16,7
高梁市,7,27650,13718,41,1,8,8,0,0,16,1,0,9,13,12,5
新見市,7,27244,12679,37,1,4,0,2,1,4,0,2,7,7,34,14
備前市,7,32068,15468,24,0,5,3,1,4,23,2,6,11,10,108,9
瀬戸内市,7,36525,15922,15,0,4,0,0,1,6,0,4,14,7,10,3
赤磐市,7,43392,18794,19,0,3,0,0,0,10,1,9,12,7,9,1
真庭市,7,42586,17640,46,0,10,3,0,3,18,2,9,18,30,4,7
美作市,7,26035,12316,24,0,6,1,0,4,23,0,9,8,12,7,5
浅口市,7,33382,14425,18,0,5,1,1,1,0,0,4,7,18,7,2
和気町,7,13423,6323,16,0,1,0,0,1,9,0,1,5,4,24,1
早島町,7,12648,5155,3,1,0,6,0,7,8,6,1,4,3,3,2
里庄町,7,11040,4619,1,0,1,0,0,0,0,0,1,4,9,0,1
矢掛町,7,13438,5436,11,0,2,0,0,0,0,0,2,4,4,4,3
新庄村,7,847,381,2,0,0,0,0,0,0,0,0,0,1,0,0
鏡野町,7,12468,5650,10,0,2,0,0,0,3,2,2,0,2,0,0
勝央町,7,10911,4717,6,0,1,0,0,0,0,0,0,0,2,0,2
奈義町,7,5765,2536,2,0,0,1,1,3,11,3,4,2,8,33,0
西粟倉村,7,1368,595,2,0,0,0,0,0,3,0,0,0,2,4,1
久米南町,7,4498,2198,6,0,0,1,0,2,2,1,0,2,2,2,3
美咲町,7,13222,6023,10,0,2,0,0,0,6,0,2,5,5,2,4
吉備中央町,7,10507,5196,18,0,2,0,2,2,3,0,2,6,4,0,0
広島市,7,1184731,578364,320,4,130,51,11,47,347,147,137,379,632,4393,82
呉市,7,209241,106427,115,2,31,19,5,11,131,10,22,54,199,1146,13
竹原市,7,23586,12047,18,0,4,3,0,0,5,1,3,9,8,162,5
三原市,7,89154,43180,55,0,14,5,1,2,9,3,3,16,12,529,5
尾道市,7,130007,64033,81,0,12,33,11,18,121,11,24,39,59,259,3
福山市,7,460684,213860,184,1,58,30,6,14,87,39,41,114,211,140,17
三次市,7,49557,23234,48,0,11,3,1,1,9,0,6,10,9,422,18
庄原市,7,32629,15043,66,0,4,2,0,1,12,0,5,7,17,499,15
大竹市,7,26064,12835,10,0,3,0,2,0,3,1,5,2,36,1,2
東広島市,7,190353,89941,74,1,29,9,4,10,56,24,16,52,69,997,10
廿日市市,7,116219,53014,15,2,12,4,2,3,63,12,15,38,117,547,20
安芸高田市,7,26979,13312,22,0,2,0,0,0,0,0,1,9,8,209,7
江田島市,7,21393,11944,18,0,6,0,0,0,0,0,1,8,3,175,0
府中町,7,52891,23848,8,0,3,5,0,0,0,1,14,13,5,144,1
海田町,7,30639,14007,8,0,2,0,0,2,8,3,3,8,4,158,1
熊野町,7,23485,10649,8,0,0,0,0,1,0,0,1,1,6,80,0
坂町,7,12839,5797,5,1,2,0,0,0,2,0,2,1,9,10,3
安芸太田町,7,5700,3055,25,0,2,0,0,0,3,1,3,4,4,127,0
北広島町,7,17471,8325,24,0,5,0,0,0,1,0,1,0,2,196,0
大崎上島町,7,7022,4177,10,0,0,0,0,0,1,0,1,0,1,0,0
世羅町,7,15167,6772,19,0,1,0,0,0,0,0,0,2,3,68,1
神石高原町,7,8249,3800,16,0,1,0,1,0,0,0,1,1,2,1,0
下関市,7,250645,128933,154,4,36,18,1,8,57,15,27,59,258,164,23
宇部市,7,160353,79968,54,1,18,19,8,8,52,17,25,41,65,47,17
山口市,7,188598,90699,97,4,23,20,0,13,76,14,34,61,52,142,29
萩市,7,43685,22858,51,0,7,1,0,0,6,0,5,5,3,64,9
防府市,7,113927,56408,50,4,11,23,0,8,22,16,20,44,21,27,3
下松市,7,57120,26738,25,0,5,28,0,10,16,13,11,21,31,12,4
岩国市,7,128609,65232,106,1,17,0,0,0,24,7,19,28,71,54,27
光市,7,49461,23542,32,1,8,21,1,12,7,4,9,15,37,76,4
長門市,7,31664,15613,28,0,6,2,0,0,15,0,6,13,26,26,10
柳井市,7,30201,15387,23,0,4,1,0,0,0,3,4,4,6,0,4
美祢市,7,22166,10705,29,0,3,0,0,0,8,1,4,8,5,56,6
周南市,7,138104,68078,115,3,17,56,2,26,23,17,34,65,102,69,11
山陽小野田市,7,60209,28979,26,0,9,3,0,3,10,1,8,11,20,29,12
周防大島町,7,14346,8372,34,0,5,0,0,0,1,0,1,1,6,0,0
和木町,7,5974,2637,4,0,0,0,0,0,0,0,1,1,4,0,1
上関町,7,2390,1403,5,0,0,0,0,0,0,0,0,0,0,0,0
田布施町,7,14550,6964,10,0,0,2,0,2,2,0,1,2,3,0,1
平生町,7,11144,5387,4,0,2,0,0,0,0,0,1,1,0,0,0
阿武町,7,3072,1536,7,0,0,0,0,0,0,0,1,0,2,0,3
徳島市,7,249040,122044,73,8,89,31,9,14,170,31,58,93,72,15,9
鳴門市,7,54746,26216,33,4,8,2,1,2,22,1,9,10,31,27,7
小松島市,7,35894,17219,19,0,10,0,0,0,7,4,12,15,3,4,4
阿南市,7,69954,31339,44,1,10,0,0,0,4,3,5,14,9,0,9
吉野川市,7,38872,17953,25,0,5,4,0,3,25,8,8,16,7,14,7
阿波市,7,35315,15405,19,0,3,4,2,4,10,2,6,14,5,1,0
美馬市,7,27354,12558,33,0,9,1,0,2,13,3,8,11,8,4,2
三好市,7,23530,12033,46,0,5,0,0,0,14,2,5,13,15,40,10
勝浦町,7,4825,2141,4,0,1,0,0,0,1,0,0,2,1,0,0
上勝町,7,1427,744,2,0,0,0,0,0,0,0,0,0,0,0,0
佐那河内村,7,2170,944,2,0,0,0,0,0,0,0,0,1,1,0,0
石井町,7,25097,10827,10,1,3,0,0,0,13,0,4,12,3,3,1
神山町,7,4846,2390,5,0,0,0,0,1,1,0,0,1,1,1,0
那賀町,7,7490,3735,12,0,1,0,0,0,5,0,3,2,2,15,0
牟岐町,7,3693,1959,2,0,1,1,0,0,1,0,1,2,5,2,2
美波町,7,6071,3113,12,0,4,0,0,0,1,0,0,2,3,0,6
海陽町,7,8645,4502,8,0,1,0,0,1,2,0,2,4,5,24,5
松茂町,7,14723,6903,5,0,3,0,0,2,3,2,2,9,4,0,0
北島町,7,23574,10217,8,0,2,0,0,0,6,1,5,8,4,0,0
藍住町,7,35579,15266,6,0,2,0,1,1,8,1,5,4,5,2,1
板野町,7,13039,5791,7,2,2,0,0,0,2,0,2,5,2,7,3
上板町,7,11474,4960,5,0,1,0,0,0,2,0,1,3,1,0,0
つるぎ町,7,7893,3941,13,0,3,0,0,0,0,0,2,2,0,2,2
東みよし町,7,13628,6267,15,0,5,0,0,0,2,0,3,1,18,3,3
高松市,7,422424,202715,118,3,67,49,27,29,319,81,75,169,217,755,42
丸亀市,7,111575,51225,36,0,22,16,4,16,88,33,24,54,56,308,4
坂出市,7,50931,24848,29,0,6,6,0,4,9,6,5,27,24,127,4
善通寺市,7,30682,14916,14,2,4,4,2,6,30,9,5,17,16,61,2
観音寺市,7,57738,25484,26,0,7,4,1,5,45,5,15,30,21,9,3
さぬき市,7,45822,20827,29,2,6,9,3,11,43,21,9,19,35,16,9
東かがわ市,7,28498,13649,18,0,3,7,0,2,5,8,4,7,8,32,5
三豊市,7,62258,26202,55,0,6,1,0,3,18,7,8,13,48,61,6
土庄町,7,13000,6548,6,0,0,0,0,0,18,1,3,3,11,124,0
小豆島町,7,13616,6815,9,0,4,0,0,0,15,0,3,5,15,134,0
三木町,7,27310,11931,6,0,3,1,1,0,3,1,3,4,10,0,1
直島町,7,2949,1544,2,0,0,0,0,0,15,0,2,3,0,0,0
宇多津町,7,18446,8912,3,2,2,3,1,2,22,11,7,10,25,5,1
綾川町,7,23368,10110,8,0,2,1,0,0,8,8,3,5,11,25,5
琴平町,7,8434,4180,5,0,3,3,0,2,22,7,2,3,2,19,3
多度津町,7,22126,10420,11,0,4,4,1,1,11,0,6,9,13,3,2
まんのう町,7,17610,7449,9,0,1,1,0,1,8,1,4,4,7,103,3
松山市,7,503865,254249,156,4,90,9,16,17,182,41,76,157,161,140,34
今治市,7,151608,75955,79,3,32,5,15,6,218,22,36,62,218,97,8
宇和島市,7,70019,35339,78,1,8,4,1,0,10,4,6,13,17,6,9
八幡浜市,7,31293,15613,45,0,7,6,3,2,20,8,3,9,30,4,3
新居浜市,7,115314,57569,57,3,9,19,6,6,40,25,23,49,94,98,5
西条市,7,105616,50664,62,0,14,0,0,1,18,12,18,36,22,15,7
大洲市,7,40580,19673,51,0,11,0,0,1,6,1,5,6,52,24,12
伊予市,7,35805,16200,20,0,7,0,2,0,2,0,3,7,4,17,13
四国中央市,7,83426,38862,31,0,8,2,0,0,23,8,12,22,70,12,7
西予市,7,35232,17542,45,0,4,1,0,1,5,1,3,8,9,1,4
東温市,7,33250,15581,9,0,6,0,0,0,1,0,5,14,2,0,6
上島町,7,6283,3755,11,11,0,1,0,1,0,0,1,2,4,1,0
久万高原町,7,7420,4127,16,0,1,0,0,0,0,0,0,1,2,0,0
砥部町,7,20510,9489,11,1,2,2,0,0,9,0,4,4,6,0,1
内子町,7,15406,7021,19,0,3,0,0,0,5,0,4,5,7,3,3
伊方町,7,8395,4451,16,0,0,0,0,0,1,0,0,0,5,1,0
松野町,7,3661,1972,7,0,0,0,0,0,1,0,1,1,1,0,3
鬼北町,7,9563,4861,10,0,2,0,0,0,2,0,3,3,4,1,3
愛南町,7,19575,10017,44,0,4,0,0,0,8,0,1,6,11,9,0
高知市,7,319724,164452,101,2,27,16,31,14,140,32,42,120,608,173,10
室戸市,7,12015,7027,17,0,3,0,0,0,4,0,2,2,2,10,0
安芸市,7,16235,8036,15,0,2,0,0,0,1,1,3,6,31,10,7
南国市,7,46328,22472,28,0,8,1,2,0,2,0,4,13,22,20,4
土佐市,7,26334,12638,15,0,3,0,0,0,1,0,3,4,21,0,0
須崎市,7,20268,10652,17,0,4,2,0,3,10,2,1,9,46,1,6
宿毛市,7,19178,9943,20,0,5,0,3,2,25,4,2,5,4,1,4
土佐清水市,7,12271,6950,19,0,4,0,0,0,3,0,0,1,21,0,0
四万十市,7,32460,16583,37,0,10,0,0,0,6,2,4,8,36,1,8
香南市,7,33009,15386,12,1,8,0,0,0,7,7,6,14,7,8,5
香美市,7,25381,13128,15,1,10,0,0,1,0,0,3,8,12,6,4
東洋町,7,2183,1340,4,0,0,0,1,1,0,0,2,0,5,6,0
奈半利町,7,3003,1659,3,0,0,0,0,0,1,0,1,1,3,2,1
田野町,7,2524,1312,4,0,1,0,0,0,1,0,1,1,6,3,1
安田町,7,2413,1220,4,0,0,0,0,0,2,0,0,1,2,2,2
北川村,7,1213,614,2,0,0,0,0,0,1,0,0,0,0,0,0
馬路村,7,827,422,4,0,0,0,0,0,0,0,0,0,0,0,0
芸西村,7,3621,1763,2,0,1,0,0,0,1,0,1,3,1,3,2
本山町,7,3299,1847,7,0,1,0,1,0,0,0,0,1,5,0,0
大豊町,7,3223,1936,5,0,1,0,0,0,2,0,1,1,1,7,7
土佐町,7,3625,1882,7,0,1,2,0,0,0,0,2,1,11,0,0
大川村,7,361,213,2,0,0,1,0,0,1,0,0,0,1,0,0
いの町,7,21504,10360,19,0,4,1,0,0,2,1,4,6,11,21,3
仁淀川町,7,4795,2753,8,0,1,0,0,0,1,0,0,0,4,0,0
中土佐町,7,6106,3320,11,0,1,0,0,0,4,0,2,2,1,0,1
佐川町,7,12238,6011,8,0,3,0,0,0,2,1,3,2,10,4,5
越知町,7,5087,2640,3,0,4,0,0,0,2,0,1,1,7,0,0
檮原町,7,3236,1719,6,0,1,0,0,0,0,0,0,0,0,0,0
日高村,7,4858,2458,7,0,0,0,0,0,0,0,0,1,3,0,3
津野町,7,5456,2619,8,0,0,1,0,0,7,1,1,3,13,6,0
四万十町,7,15761,8139,27,0,2,0,0,0,3,1,3,3,1,3,10
大月町,7,4582,2526,11,0,1,0,0,0,0,0,0,0,1,2,0
三原村,7,1435,742,2,0,0,0,0,0,1,0,0,0,0,0,0
黒潮町,7,10411,5380,12,0,1,0,0,0,2,0,4,2,6,0,11
北九州市,7,929396,488404,271,7,101,32,13,16,208,53,70,190,668,166,62
福岡市,7,1581398,841762,387,15,140,115,39,108,1020,237,189,637,870,668,77
大牟田市,7,108421,55730,47,0,26,2,0,1,14,0,5,12,53,10,11
久留米市,7,302383,140229,108,3,44,3,13,10,191,15,17,75,198,55,25
直方市,7,55655,27479,23,0,6,0,0,0,0,0,3,10,19,11,10
飯塚市,7,125753,63394,47,1,13,8,2,14,48,12,13,38,115,27,11
田川市,7,45704,24095,23,0,6,0,0,0,5,0,0,9,3,6,9
柳川市,7,63182,26272,32,0,8,17,0,9,53,7,11,25,25,5,6
八女市,7,60943,25747,44,0,7,0,0,0,8,1,0,1,22,1,0
筑後市,7,49403,20594,21,2,3,3,1,2,20,2,5,6,49,8,4
大川市,7,32359,13995,11,0,5,5,2,4,12,3,5,13,27,13,0
行橋市,7,72635,33883,19,0,6,1,0,0,3,0,3,11,8,9,7
豊前市,7,24195,11765,17,0,2,0,0,0,1,0,0,3,2,5,3
中間市,7,39912,20452,15,0,3,0,0,0,1,0,1,2,15,2,6
小郡市,7,59760,25757,29,0,7,3,3,2,13,2,4,9,29,71,11
